video_name,video_path,true_label,predicted_label,confidence,video_type,detector_used,mode,correct,flag,mmd_score,face_ratio
002.mp4,/mnt/datasets_remote/sunstarVideos/0_real/002.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.875
025.mp4,/mnt/datasets_remote/sunstarVideos/0_real/025.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.875
027.mp4,/mnt/datasets_remote/sunstarVideos/0_real/027.mp4,real,real,0.17950384573718997,fully_synthetic,NSG-VD,aggressive,True,MANUAL_REVIEW,0.7574,0.125
029.mp4,/mnt/datasets_remote/sunstarVideos/0_real/029.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
031.mp4,/mnt/datasets_remote/sunstarVideos/0_real/031.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
033.mp4,/mnt/datasets_remote/sunstarVideos/0_real/033.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
039.mp4,/mnt/datasets_remote/sunstarVideos/0_real/039.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.75
047.mp4,/mnt/datasets_remote/sunstarVideos/0_real/047.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.75
048.mp4,/mnt/datasets_remote/sunstarVideos/0_real/048.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
049.mp4,/mnt/datasets_remote/sunstarVideos/0_real/049.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.625
109.mp4,/mnt/datasets_remote/sunstarVideos/0_real/109.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
115.mp4,/mnt/datasets_remote/sunstarVideos/0_real/115.mp4,real,real,0.0799805004874878,uncertain,Ensemble,aggressive,True,MANUAL_REVIEW,0.677,0.375
156.mp4,/mnt/datasets_remote/sunstarVideos/0_real/156.mp4,real,real,0.12931426714332142,uncertain,Ensemble,aggressive,True,MANUAL_REVIEW,0.5252,0.375
158.mp4,/mnt/datasets_remote/sunstarVideos/0_real/158.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
161.mp4,/mnt/datasets_remote/sunstarVideos/0_real/161.mp4,real,real,0.15736106597335067,uncertain,Ensemble,aggressive,True,MANUAL_REVIEW,0.4389,0.25
162.mp4,/mnt/datasets_remote/sunstarVideos/0_real/162.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
163.mp4,/mnt/datasets_remote/sunstarVideos/0_real/163.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
